ref	pos	strand	u	d	ur	pval	passed
1	9604640	+	1	35	0.02857142857142857	0.10571574015977869	false
1	9604801	+	2	50	0.04	0.01124355871768271	false
1	9689622	+	1	22	0.045454545454545456	0.06782180418393263	false
1	9689635	+	1	23	0.043478260869565216	0.07079288082425013	false
1	9729453	-	0	45	0.0	1.0	false
1	10033216	+	2	45	0.044444444444444446	0.00918260530819497	false
1	10180706	+	0	31	0.0	1.0	false
1	10180713	+	1	41	0.024390243902439025	0.12268184618175153	false
1	10296586	+	2	69	0.028985507246376812	0.02069252846752132	false
1	10337114	+	1	29	0.034482758620689655	0.08842153337721399	false
1	10378617	+	1	57	0.017543859649122806	0.1663677121154353	false
1	10379358	+	0	31	0.0	1.0	false
1	10379873	+	5	21	0.23809523809523808	6.4142762625215705e-9	true
1	10380739	+	1	30	0.03333333333333333	0.0913269537143936	false
1	10442570	+	1	46	0.021739130434782608	0.13657412967310378	false
1	10458821	-	1	41	0.024390243902439025	0.12268184618175153	false
1	10462492	-	2	43	0.046511627906976744	0.008410957432089342	false
1	10629560	+	1	25	0.04	0.07670665567401758	false
1	10630149	+	1	27	0.037037037037037035	0.08258279334661318	false
1	10630313	+	3	73	0.0410958904109589	0.0017047313068311377	false
1	11012737	+	2	81	0.024691358024691357	0.02787163892941975	false
1	11020527	+	2	86	0.023255813953488372	0.03111625395434415	false
1	11130635	-	1	13	0.07692307692307693	0.040650957237497	false
1	11257012	-	1	49	0.02040816326530612	0.14480368349122966	false
1	11273427	+	0	49	0.0	1.0	false
1	11287098	+	0	59	0.0	1.0	false
1	11287233	+	2	38	0.05263157894736842	0.00661736045086068	false
1	11648687	-	1	47	0.02127659574468085	0.13932607607722264	false
1	11654350	-	2	56	0.03571428571428571	0.013957932175684496	false
1	11654405	-	2	35	0.05714285714285714	0.005636279210305978	false
1	11662049	+	2	47	0.0425531914893617	0.009984595083635804	false
1	11680862	-	3	15	0.2	0.000014315100671498774	true
1	11750716	+	1	39	0.02564102564102564	0.11706254645953564	false
1	11837137	+	1	31	0.03225806451612903	0.0942231137765176	false
1	11975276	+	14	215	0.06511627906976744	2.0608194316020863e-14	true
1	11982099	+	0	25	0.0	1.0	false
1	12283701	+	0	18	0.0	1.0	false
1	12378553	+	0	23	0.0	1.0	false
1	12456121	+	2	14	0.14285714285714285	0.0009011603987332011	true
1	12568052	-	1	38	0.02631578947368421	0.11423941393187867	false
1	12578955	-	0	39	0.0	1.0	false
1	13782583	+	1	6	0.16666666666666666	0.018971714905285382	false
1	15410053	+	1	33	0.030303030303030304	0.09998777104044453	false
1	15429469	+	1	43	0.023255813953488372	0.1282653828618159	false
1	15492713	-	1	30	0.03333333333333333	0.0913269537143936	false
1	15572332	-	2	25	0.08	0.002902461999714206	false
1	15660464	+	1	37	0.02702702702702703	0.11140725462974663	false
1	15663856	+	3	54	0.05555555555555555	0.0007111663156003547	true
1	15663875	+	3	52	0.057692307692307696	0.0006366545495989027	true
1	15725367	+	2	57	0.03508771929824561	0.014435203351747592	false
1	15734091	+	1	66	0.015151515151515152	0.1899779877232527	false
1	15930185	+	1	56	0.017857142857142856	0.16370222950554603	false
1	15930934	+	1	51	0.0196078431372549	0.15024642963879414	false
1	15932458	+	1	30	0.03333333333333333	0.0913269537143936	false
1	15933310	+	0	35	0.0	1.0	false
1	15933327	+	1	38	0.02631578947368421	0.11423941393187867	false
1	15947095	-	1	37	0.02702702702702703	0.11140725462974663	false
1	16014201	-	2	26	0.07692307692307693	0.0031376937577271943	false
1	16124698	-	3	44	0.06818181818181818	0.000388853514774407	true
1	16137860	-	3	43	0.06976744186046512	0.0003632033824593683	true
1	16150942	-	1	43	0.023255813953488372	0.1282653828618159	false
1	16205406	-	1	56	0.017857142857142856	0.16370222950554603	false
1	16315323	-	1	41	0.024390243902439025	0.12268184618175153	false
1	16396171	+	10	597	0.01675041876046901	0.00002932145445511601	false
1	16396655	+	315	380	0.8289473684210527	0.0	true
1	16459655	+	1	89	0.011235955056179775	0.24732177950337975	false
1	16966026	+	1	41	0.024390243902439025	0.12268184618175153	false
1	16986879	-	0	31	0.0	1.0	false
1	16987123	-	13	107	0.12149532710280374	4.8028499271737017e-17	true
1	16992296	-	2	35	0.05714285714285714	0.005636279210305978	false
1	16997163	-	0	61	0.0	1.0	false
1	16997164	-	1	65	0.015384615384615385	0.18738799736571732	false
1	17018851	-	1	35	0.02857142857142857	0.10571574015977869	false
1	17033138	-	15	704	0.02130681818181818	1.5543451484162736e-8	true
1	17409083	-	1	41	0.024390243902439025	0.12268184618175153	false
1	17627488	+	1	26	0.038461538461538464	0.0796494141506692	false
1	17825808	+	2	88	0.022727272727272728	0.03245387862174795	false
1	18102838	+	4	74	0.05405405405405406	0.00009937307175365963	true
1	18872033	-	6	19	0.3157894736842105	2.744931668263824e-11	true
1	18890046	-	1	50	0.02	0.14752940032334289	false
1	19139211	-	0	45	0.0	1.0	false
1	19141451	-	3	38	0.07894736842105263	0.0002512476586603347	true
1	19156287	-	2	67	0.029850746268656716	0.019583449087898948	false
1	19156362	-	1	63	0.015873015873015872	0.18218314621702209	false
1	19156856	-	1	61	0.01639344262295082	0.1769449575402171	false
1	19161010	-	0	53	0.0	1.0	false
1	19164377	-	2	49	0.04081632653061224	0.010816509291775833	false
1	19222772	-	1	40	0.025	0.11987668098322397	false
1	19230876	-	2	54	0.037037037037037035	0.013024511344399355	false
1	19239944	-	1	49	0.02040816326530612	0.14480368349122966	false
1	19306126	-	8	177	0.04519774011299435	1.343682843372402e-7	true
1	19311960	-	31	238	0.13025210084033614	1.5831764435780052e-39	true
1	19644378	+	0	28	0.0	1.0	false
1	19657078	+	3	38	0.07894736842105263	0.0002512476586603347	true
1	19657480	+	3	26	0.11538461538461539	0.00007968090355832492	true
1	19911654	+	1	23	0.043478260869565216	0.07079288082425013	false
1	20485522	-	0	19	0.0	1.0	false
1	20485523	-	6	19	0.3157894736842105	2.744931668263824e-11	true
1	20500246	-	0	72	0.0	1.0	false
1	20633920	+	3	143	0.02097902097902098	0.011093763907243974	false
1	20652451	-	11	136	0.08088235294117647	1.16510947131427e-12	true
1	20652513	-	17	509	0.03339882121807466	1.8250033680856776e-12	true
1	20744004	-	3	39	0.07692307692307693	0.00027153799487654977	true
1	20754311	-	2	49	0.04081632653061224	0.010816509291775833	false
1	20754470	-	1	57	0.017543859649122806	0.1663677121154353	false
1	20879460	-	0	45	0.0	1.0	false
1	21217549	-	2	51	0.0392156862745098	0.011677934550777697	false
1	21217646	-	1	39	0.02564102564102564	0.11706254645953564	false
1	21217834	-	20	155	0.12903225806451613	5.68129300847066e-26	true
1	21221770	-	3	32	0.09375	0.00014984829883622847	true
1	21575827	+	2	35	0.05714285714285714	0.005636279210305978	false
1	21617397	-	1	45	0.022222222222222223	0.133813384107304	false
1	21887482	-	2	10	0.2	0.0004494268137659931	true
1	22527066	+	0	36	0.0	1.0	false
1	23030584	+	2	65	0.03076923076923077	0.018500338441356786	false
1	23085099	-	1	44	0.022727272727272728	0.13104381124510156	false
1	23088739	-	2	40	0.05	0.007311300035691233	false
1	23384401	-	2	45	0.044444444444444446	0.00918260530819497	false
1	23387363	-	2	50	0.04	0.01124355871768271	false
1	23387375	-	0	52	0.0	1.0	false
1	23455992	-	1	30	0.03333333333333333	0.0913269537143936	false
1	23508284	-	0	54	0.0	1.0	false
1	23509583	-	0	17	0.0	1.0	false
1	23530578	-	2	49	0.04081632653061224	0.010816509291775833	false
1	23554816	-	1	11	0.09090909090909091	0.03450624247690376	false
1	23558636	-	2	63	0.031746031746031744	0.01744357469206714	false
1	23802415	-	2	36	0.05555555555555555	0.0059552565795870085	false
1	23969325	-	2	62	0.03225806451612903	0.016925192112612564	false
1	23976989	-	2	99	0.020202020202020204	0.04019900675225286	false
1	23977046	-	1	21	0.047619047619047616	0.06484122772789003	false
1	23978221	-	0	50	0.0	1.0	false
1	24419317	+	2	20	0.1	0.0018577748878826112	false
1	24456229	+	0	7	0.0	1.0	false
1	24841566	+	1	50	0.02	0.14752940032334289	false
1	25246985	-	0	48	0.0	1.0	false
1	25362199	+	0	59	0.0	1.0	false
1	25484211	+	0	35	0.0	1.0	false
1	25557228	+	1	35	0.02857142857142857	0.10571574015977869	false
1	25812712	+	2	49	0.04081632653061224	0.010816509291775833	false
1	25815926	+	2	25	0.08	0.002902461999714206	false
1	25816265	+	1	62	0.016129032258064516	0.17956823238329261	false
1	25817130	+	1	67	0.014925373134328358	0.1925597231571217	false
1	25960530	-	3	27	0.1111111111111111	0.00008942752775270208	true
1	25961659	-	0	27	0.0	1.0	false
1	25998036	-	1	14	0.07142857142857142	0.0437086339174019	false
1	26255791	+	1	58	0.017241379310344827	0.1690246991896502	false
1	26278420	+	2	37	0.05405405405405406	0.006282301882850133	false
1	26281227	+	2	36	0.05555555555555555	0.0059552565795870085	false
1	26281521	+	1	48	0.020833333333333332	0.1420692513647102	false
1	26284794	-	0	12	0.0	1.0	false
1	26560844	+	3	62	0.04838709677419355	0.0010639699002215688	false
1	26561570	+	1	82	0.012195121951219513	0.2303128569809401	false
1	26732729	+	3	30	0.1	0.00012324399113385108	true
1	26766471	+	2	39	0.05128205128205128	0.006960377880913875	false
1	26772557	+	1	25	0.04	0.07670665567401758	false
1	26774850	+	1	60	0.016666666666666666	0.17431329495403622	false
1	26779818	+	1	35	0.02857142857142857	0.10571574015977869	false
1	26779841	+	0	21	0.0	1.0	false
1	26779928	+	2	46	0.043478260869565216	0.00957983364631378	false
1	26780141	+	0	35	0.0	1.0	false
1	26826836	+	5	41	0.12195121951219512	2.240070039072662e-7	true
1	26826862	+	2	37	0.05405405405405406	0.006282301882850133	false
1	26826863	+	1	38	0.02631578947368421	0.11423941393187867	false
1	26826901	+	3	34	0.08823529411764706	0.0001799255422140971	true
1	26854816	+	0	40	0.0	1.0	false
1	26863148	+	0	49	0.0	1.0	false
1	26879705	-	6	147	0.04081632653061224	9.022952757026893e-6	true
1	27006060	-	0	48	0.0	1.0	false
1	27006112	-	0	66	0.0	1.0	false
1	27006874	-	2	69	0.028985507246376812	0.02069252846752132	false
1	27292264	+	1	46	0.021739130434782608	0.13657412967310378	false
1	27294042	+	2	49	0.04081632653061224	0.010816509291775833	false
1	27405039	-	1	55	0.01818181818181818	0.16102822419608423	false
1	27409714	-	4	56	0.07142857142857142	0.000033202492632712786	true
1	27550612	-	0	8	0.0	1.0	false
1	27550649	-	0	13	0.0	1.0	false
1	28259732	+	2	38	0.05263157894736842	0.00661736045086068	false
1	28334752	+	3	43	0.06976744186046512	0.0003632033824593683	true
1	28496868	+	1	40	0.025	0.11987668098322397	false
1	28536007	+	7	143	0.04895104895104895	4.782065346648008e-7	true
1	28716477	+	0	10	0.0	1.0	false
1	28742930	+	3	46	0.06521739130434782	0.0004435818695810921	true
1	29117348	+	3	100	0.03	0.004158345813007606	false
1	29148869	-	3	76	0.039473684210526314	0.0019132278467944585	false
1	29154719	-	5	177	0.02824858757062147	0.0002855488769833559	true
1	29181768	-	1	54	0.018518518518518517	0.15834566893629695	false
1	29216106	-	1	83	0.012048192771084338	0.2327660354625229	false
1	29315444	+	3	30	0.1	0.00012324399113385108	true
1	30932317	-	2	48	0.041666666666666664	0.01039683756530819	false
1	30932493	-	2	70	0.02857142857142857	0.021256689281212465	false
1	30966165	-	2	26	0.07692307692307693	0.0031376937577271943	false
1	30981400	-	3	55	0.05454545454545454	0.0007504119147180308	true
1	31296658	-	2	52	0.038461538461538464	0.012119585750824852	false
1	31423742	+	1	45	0.022222222222222223	0.133813384107304	false
1	31424844	+	7	78	0.08974358974358974	7.241740521351323e-9	true
1	31434595	+	2	39	0.05128205128205128	0.006960377880913875	false
1	31488635	-	4	9	0.4444444444444444	1.2837708507123911e-8	false
1	31635482	-	68	156	0.4358974358974359	2.1018687732067443e-125	true
1	31655320	-	2	28	0.07142857142857142	0.0036339884964536784	false
1	31658500	-	2	41	0.04878048780487805	0.007670073042121475	false
1	31731314	-	0	13	0.0	1.0	false
1	31738218	-	0	16	0.0	1.0	false
1	31908236	-	1	24	0.041666666666666664	0.07375448792704543	false
1	31911804	-	0	36	0.0	1.0	false
1	32075706	+	0	65	0.0	1.0	false
1	32175420	+	1	50	0.02	0.14752940032334289	false
1	32195884	+	0	26	0.0	1.0	false
1	32197375	+	1	44	0.022727272727272728	0.13104381124510156	false
1	32333461	+	2	44	0.045454545454545456	0.008792962380532917	false
1	32334178	-	1	39	0.02564102564102564	0.11706254645953564	false
1	32336019	-	23	401	0.057356608478802994	1.8089019380075772e-21	true
1	32378267	-	1	47	0.02127659574468085	0.13932607607722264	false
1	32378754	-	3	52	0.057692307692307696	0.0006366545495989027	true
1	32383852	-	1	72	0.013888888888888888	0.20534549440717273	false
1	32394093	-	0	70	0.0	1.0	false
1	32621874	-	1	41	0.024390243902439025	0.12268184618175153	false
1	32741868	+	1	32	0.03125	0.09711004307831507	false
1	32741869	+	0	33	0.0	1.0	false
1	32741945	+	0	52	0.0	1.0	false
1	32741998	+	1	27	0.037037037037037035	0.08258279334661318	false
1	32742060	+	0	55	0.0	1.0	false
1	32772063	+	0	50	0.0	1.0	false
1	32773015	+	0	51	0.0	1.0	false
1	32775814	-	52	497	0.10462776659959759	4.735682709927448e-60	true
1	32810745	-	7	289	0.02422145328719723	0.00004744256131423908	true
1	32894876	-	2	22	0.09090909090909091	0.002249122150995143	false
1	32945625	-	0	34	0.0	1.0	false
1	33011353	-	3	62	0.04838709677419355	0.0010639699002215688	false
1	33012407	-	1	32	0.03125	0.09711004307831507	false
1	33328933	-	1	59	0.01694915254237288	0.17167321780551106	false
1	35179635	-	1	23	0.043478260869565216	0.07079288082425013	false
1	35192471	-	2	86	0.023255813953488372	0.03111625395434415	false
1	35192634	-	14	275	0.05090909090909091	5.954478429851061e-13	true
1	35387162	+	1	34	0.029411764705882353	0.10285632698979377	false
1	35392308	+	1	45	0.022222222222222223	0.133813384107304	false
1	35419777	+	3	57	0.05263157894736842	0.0008329748339493752	true
1	35433950	-	1	53	0.018867924528301886	0.15565453638829888	false
1	35434604	-	6	48	0.125	1.146956599621415e-8	true
1	35434807	-	2	53	0.03773584905660377	0.012568461528517927	false
1	35451743	-	2	48	0.041666666666666664	0.01039683756530819	false
1	35506722	-	0	58	0.0	1.0	false
1	35560697	+	2	38	0.05263157894736842	0.00661736045086068	false
1	35563869	+	2	37	0.05405405405405406	0.006282301882850133	false
1	35565373	+	21	64	0.328125	1.3450713890547059e-36	true
1	35565553	+	2	26	0.07692307692307693	0.0031376937577271943	false
1	35718708	-	1	39	0.02564102564102564	0.11706254645953564	false
1	35718841	-	1	15	0.06666666666666667	0.04675656504458086	false
1	35760644	-	2	48	0.041666666666666664	0.01039683756530819	false
1	35931338	+	0	13	0.0	1.0	false
1	36089029	+	2	45	0.044444444444444446	0.00918260530819497	false
1	36091770	+	0	33	0.0	1.0	false
1	36156227	+	2	106	0.018867924528301886	0.04545258165062087	false
1	36180761	+	16	87	0.1839080459770115	1.0853609406561105e-23	true
1	36339941	-	1	17	0.058823529411764705	0.05282331478746467	false
1	36355398	-	1	56	0.017857142857142856	0.16370222950554603	false
1	36464298	-	0	51	0.0	1.0	false
1	37537078	-	0	40	0.0	1.0	false
1	37682281	-	0	61	0.0	1.0	false
1	37708686	+	1	43	0.023255813953488372	0.1282653828618159	false
1	37807919	+	3	143	0.02097902097902098	0.011093763907243974	false
1	37808098	+	8	71	0.11267605633802817	9.477337524560023e-11	true
1	37997740	-	1	61	0.01639344262295082	0.1769449575402171	false
1	38005464	-	3	47	0.06382978723404255	0.0004727013065682939	true
1	38838695	-	1	56	0.017857142857142856	0.16370222950554603	false
1	38991487	+	24	151	0.15894039735099338	3.777503898621213e-33	true
1	39424073	+	1	53	0.018867924528301886	0.15565453638829888	false
1	39444803	+	1	42	0.023809523809523808	0.12547807064251995	false
1	39447725	+	0	46	0.0	1.0	false
1	39452207	+	0	51	0.0	1.0	false
1	39452295	+	1	36	0.027777777777777776	0.10856603969064131	false
1	39841220	-	2	65	0.03076923076923077	0.018500338441356786	false
1	40133332	+	1	32	0.03125	0.09711004307831507	false
1	40980141	+	11	16	0.6875	1.4842033522513437e-24	true
1	41028080	-	6	17	0.35294117647058826	1.2589388267341847e-11	true
1	42178502	-	2	23	0.08695652173913043	0.002458118096947806	false
1	42766676	-	35	80	0.4375	2.096793250205219e-65	true
1	42766794	-	3	42	0.07142857142857142	0.00033866807962922143	true
1	42926580	-	2	46	0.043478260869565216	0.00957983364631378	false
1	42931123	-	0	45	0.0	1.0	false
1	43362243	+	2	56	0.03571428571428571	0.013957932175684496	false
1	43363009	+	6	60	0.1	4.528510945773032e-8	true
1	43363750	-	1	49	0.02040816326530612	0.14480368349122966	false
1	43364126	-	3	31	0.0967741935483871	0.00013612394981560525	true
1	43453669	-	0	42	0.0	1.0	false
1	43453698	-	6	17	0.35294117647058826	1.2589388267341847e-11	true
1	43453750	-	0	16	0.0	1.0	false
1	43453825	-	1	47	0.02127659574468085	0.13932607607722264	false
1	43453841	-	2	38	0.05263157894736842	0.00661736045086068	false
1	43553528	+	1	56	0.017857142857142856	0.16370222950554603	false
1	43553634	+	1	56	0.017857142857142856	0.16370222950554603	false
1	43553828	+	2	32	0.0625	0.004728305420796073	false
1	43578908	+	3	38	0.07894736842105263	0.0002512476586603347	true
1	43591170	+	10	20	0.5	1.9415436518073834e-20	true
1	43591207	+	0	30	0.0	1.0	false
1	43591277	+	2	68	0.029411764705882353	0.020134766174613593	false
1	43591366	+	1	36	0.027777777777777776	0.10856603969064131	false
1	43591936	+	3	80	0.0375	0.00221495410000397	false
1	43605600	+	2	42	0.047619047619047616	0.008036643290246096	false
1	43606448	+	0	50	0.0	1.0	false
1	43606449	+	1	50	0.02	0.14752940032334289	false
1	43606869	+	0	51	0.0	1.0	false
1	43613632	+	2	34	0.058823529411764705	0.005325424711919862	false
1	43617823	+	1	67	0.014925373134328358	0.1925597231571217	false
1	43618711	+	2	53	0.03773584905660377	0.012568461528517927	false
1	43622129	+	3	116	0.02586206896551724	0.006277335302060407	false
1	43655616	+	1	63	0.015873015873015872	0.18218314621702209	false
1	43666460	+	2	38	0.05263157894736842	0.00661736045086068	false
1	43667010	+	2	40	0.05	0.007311300035691233	false
1	43671633	+	0	57	0.0	1.0	false
1	43947227	+	0	33	0.0	1.0	false
1	43949990	+	4	66	0.06060606060606061	0.00006351967120218942	true
1	43950130	+	0	50	0.0	1.0	false
1	43958491	+	1	66	0.015151515151515152	0.1899779877232527	false
1	43972171	+	0	33	0.0	1.0	false
1	43973051	+	2	24	0.08333333333333333	0.0026759174599579956	false
1	43979321	+	3	82	0.036585365853658534	0.0023762351264819833	false
1	43979323	+	10	73	0.136986301369863	5.599329868541166e-14	true
1	43981150	+	2	36	0.05555555555555555	0.0059552565795870085	false
1	43986338	+	1	19	0.05263157894736842	0.05885145377144564	false
1	43986502	+	0	23	0.0	1.0	false
1	43990843	+	1	45	0.022222222222222223	0.133813384107304	false
1	43996058	+	0	50	0.0	1.0	false
1	44001489	-	1	43	0.023255813953488372	0.1282653828618159	false
1	44008437	-	0	32	0.0	1.0	false
1	44217256	+	1	35	0.02857142857142857	0.10571574015977869	false
1	44217289	+	0	42	0.0	1.0	false
1	44217986	+	1	21	0.047619047619047616	0.06484122772789003	false
1	44355000	-	3	13	0.23076923076923078	9.041163657898272e-6	true
1	44651288	+	0	60	0.0	1.0	false
1	45004324	-	1	35	0.02857142857142857	0.10571574015977869	false
1	45340190	+	0	32	0.0	1.0	false
1	45567983	+	0	98	0.0	1.0	false
1	45570047	+	2	49	0.04081632653061224	0.010816509291775833	false
1	45618640	+	2	26	0.07692307692307693	0.0031376937577271943	false
1	45630533	-	2	58	0.034482758620689655	0.014919448885186015	false
1	45824523	+	2	52	0.038461538461538464	0.012119585750824852	false
1	46027792	+	1	47	0.02127659574468085	0.13932607607722264	false
1	46030727	+	1	32	0.03125	0.09711004307831507	false
1	46031458	+	0	43	0.0	1.0	false
1	46041067	-	1	39	0.02564102564102564	0.11706254645953564	false
1	46041288	-	5	60	0.08333333333333333	1.5523599348414462e-6	true
1	46042418	-	2	32	0.0625	0.004728305420796073	false
1	46132288	-	1	38	0.02631578947368421	0.11423941393187867	false
1	46132306	-	3	48	0.0625	0.0005030180051706317	true
1	46188760	-	1	31	0.03225806451612903	0.0942231137765176	false
1	46188858	-	6	47	0.1276595744680851	1.0063297393845999e-8	true
1	46192531	-	8	204	0.0392156862745098	3.9613985059792075e-7	true
1	46195814	-	3	93	0.03225806451612903	0.0033926291404740797	false
1	46250039	+	2	42	0.047619047619047616	0.008036643290246096	false
1	46278076	+	2	51	0.0392156862745098	0.011677934550777697	false
1	46279221	-	1	57	0.017543859649122806	0.1663677121154353	false
1	46286302	-	9	127	0.07086614173228346	4.288417560139537e-10	true
1	46347075	+	0	40	0.0	1.0	false
1	46675637	-	0	8	0.0	1.0	false
1	50539720	-	1	53	0.018867924528301886	0.15565453638829888	false
1	50596206	-	1	44	0.022727272727272728	0.13104381124510156	false
1	50959793	-	2	62	0.03225806451612903	0.016925192112612564	false
1	50968954	+	2	23	0.08695652173913043	0.002458118096947806	false
1	51236583	+	9	87	0.10344827586206896	1.3918127282284767e-11	true
1	51251139	-	4	11	0.36363636363636365	3.34514276314331e-8	true
1	52237662	+	1	17	0.058823529411764705	0.05282331478746467	false
1	52355798	-	19	89	0.21348314606741572	3.3644367572710267e-29	true
1	52357586	-	3	70	0.04285714285714286	0.0015110608020223134	false
1	52359791	-	5	81	0.06172839506172839	6.888936326761112e-6	true
